timestamp,instrument_token,last_price,volume,sell_quantity,last_quantity,change,average_price , open,high,low,close ,depth_buy_price_0 ,depth_buy_orders_0 ,depth_buy_quantity_0 ,depth_sell_price_0 ,depth_sell_orders_0 ,depth_sell_quantity_0 ,depth_buy_price_1 ,depth_buy_orders_1 ,depth_buy_quantity_1 ,depth_sell_price_1 ,depth_sell_orders_1 ,depth_sell_quantity_1 ,depth_buy_price_2 ,depth_buy_orders_2 ,depth_buy_quantity_2 ,depth_sell_price_2 ,depth_sell_orders_2 ,depth_sell_quantity_2 ,depth_buy_price_3 ,depth_buy_orders_3 ,depth_buy_quantity_3 ,depth_sell_price_3 ,depth_sell_orders_3 ,depth_sell_quantity_3 ,depth_buy_price_4 ,depth_buy_orders_4 ,depth_buy_quantity_4 ,depth_sell_price_4 ,depth_sell_orders_4 ,depth_sell_quantity_4 
2017-06-20 07:35:05.285934,1195009,166.85,4487807,869921,77,-0.714073192502,166.76,168.0,168.6,165.5,168.05,166.85,1,200,166.9,1,114,166.8,13,4124,166.95,16,4142,166.75,11,8681,167.0,19,6949,166.7,14,5830,167.05,11,4270,166.65,7,6612,167.1,17,7643
2017-06-20 07:35:44.391878,1195009,166.9,4488130,873660,186,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,2,2,166.9,3,958,166.8,14,4733,166.95,16,4628,166.75,15,10226,167.0,19,5358,166.7,11,5389,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:38.294888,1195009,166.9,4488130,874173,186,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,2,2,166.9,2,664,166.8,18,6330,166.95,15,4329,166.75,15,10226,167.0,19,5358,166.7,11,5389,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:36.301916,1195009,166.9,4488130,874173,186,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,1,1,166.9,2,664,166.8,18,6330,166.95,15,4329,166.75,15,10226,167.0,19,5358,166.7,11,5389,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:35.391052,1195009,166.9,4488130,874158,186,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,2,178,166.9,2,664,166.8,19,6345,166.95,14,4314,166.75,14,10049,167.0,19,5358,166.7,11,5389,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:29.503815,1195009,166.9,4487930,869561,60,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,1,1,166.9,5,1158,166.8,18,6330,166.95,15,4329,166.75,13,9849,167.0,19,5358,166.7,12,5566,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:23.435557,1195009,166.9,4487930,869561,60,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,1,1,166.9,4,658,166.8,17,6186,166.95,15,4329,166.75,13,9849,167.0,20,5858,166.7,13,5710,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:21.502172,1195009,166.9,4487930,870667,60,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,1,1,166.9,4,658,166.8,16,6185,166.95,15,4329,166.75,13,9849,167.0,20,5858,166.7,13,5710,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:20.224322,136226308,166.9,310411,89086,100,-0.654761904762,167.08,168.95,168.95,165.65,168.0,167.0,1,607,167.1,3,547,166.95,5,2805,167.15,2,901,166.9,9,3373,167.2,5,1961,166.85,10,3270,167.25,6,2892,166.8,6,2097,167.3,15,3533
2017-06-20 07:35:16.346484,136226308,166.9,310411,89086,100,-0.654761904762,167.08,168.95,168.95,165.65,168.0,167.0,2,769,167.1,3,547,166.95,5,2805,167.15,2,901,166.9,10,3423,167.2,5,1961,166.85,9,3220,167.25,6,2892,166.8,7,2247,167.3,13,3283
2017-06-20 07:35:11.473814,1195009,166.9,4487857,870377,50,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.8,15,6170,166.9,3,368,166.75,15,9879,166.95,15,4329,166.7,13,5723,167.0,20,5858,166.65,8,12459,167.05,11,4270,166.6,18,10017,167.1,18,8168
2017-06-20 07:35:11.473331,136226308,166.9,310411,89086,100,-0.654761904762,167.08,168.95,168.95,165.65,168.0,167.0,2,769,167.1,3,547,166.95,5,2805,167.15,2,901,166.9,9,3373,167.2,5,1961,166.85,9,3070,167.25,6,2892,166.8,7,2397,167.3,15,3533
2017-06-20 07:35:09.495241,1195009,166.9,4487857,873862,50,-0.684320142815,166.76,168.0,168.6,165.5,168.05,166.85,1,200,166.9,3,368,166.8,17,6200,166.95,14,4314,166.75,13,9849,167.0,21,6964,166.7,13,5723,167.05,11,4270,166.65,8,12459,167.1,18,8168
2017-06-20 07:35:07.362634,136226308,166.9,310411,89086,100,-0.654761904762,167.08,168.95,168.95,165.65,168.0,166.95,4,2198,167.1,3,547,166.9,8,2399,167.15,2,901,166.85,10,3920,167.2,5,1961,166.8,9,3178,167.25,6,2892,166.75,5,2097,167.3,14,3383
2017-06-20 07:35:05.286178,136226308,166.9,310411,89086,100,-0.654761904762,167.08,168.95,168.95,165.65,168.0,166.95,4,2096,167.1,3,547,166.9,8,2399,167.15,2,901,166.85,10,3920,167.2,5,1961,166.8,9,3178,167.25,6,2892,166.75,5,2097,167.3,11,2883
2017-06-20 07:36:00.459953,136226308,167.0,311161,89286,50,-0.595238095238,167.08,168.95,168.95,165.65,168.0,167.0,2,490,167.15,2,497,166.95,5,2064,167.2,5,1961,166.9,9,3199,167.25,6,2892,166.85,8,2847,167.3,14,2748,166.8,8,2571,167.35,7,2838
2017-06-20 07:35:59.403293,136226308,167.0,311161,89286,50,-0.595238095238,167.08,168.95,168.95,165.65,168.0,166.95,2,967,167.1,2,497,166.9,7,2349,167.15,3,1508,166.85,7,2483,167.2,5,1961,166.8,11,4370,167.25,6,2892,166.75,7,2492,167.3,15,3533
2017-06-20 07:35:49.463477,136226308,167.0,311111,89336,700,-0.595238095238,167.08,168.95,168.95,165.65,168.0,166.95,4,2643,167.1,3,547,166.9,9,3373,167.15,3,1508,166.85,9,3070,167.2,5,1961,166.8,7,2397,167.25,6,2892,166.75,6,2247,167.3,15,3533
2017-06-20 07:35:45.346057,136226308,167.0,311111,89336,700,-0.595238095238,167.08,168.95,168.95,165.65,168.0,166.95,4,2643,167.1,3,547,166.9,9,3373,167.15,3,1508,166.85,9,3070,167.2,5,1961,166.8,7,2397,167.25,6,2892,166.75,6,2247,167.3,15,3533
2017-06-20 07:35:44.391933,136226308,167.0,311111,89336,700,-0.595238095238,167.08,168.95,168.95,165.65,168.0,166.95,4,2643,167.1,3,547,166.9,9,3373,167.15,3,1508,166.85,10,3270,167.2,5,1961,166.8,6,2097,167.25,6,2892,166.75,6,2247,167.3,15,3533
2017-06-20 07:36:03.543974,128112644,201.6,292910,135491,45,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,2,657,201.65,1,100,201.55,2,1601,201.7,2,501,201.5,4,1949,201.75,5,2556,201.45,5,2220,201.8,9,3877,201.4,12,6309,201.85,7,4812
2017-06-20 07:36:00.459761,128112644,201.6,292910,135759,45,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,2,657,201.65,2,117,201.55,2,1601,201.7,3,752,201.5,4,1949,201.75,5,2556,201.45,5,2220,201.8,9,3877,201.4,12,6309,201.85,7,4812
2017-06-20 07:35:59.403053,348929,201.6,4678238,1021305,1,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,5,2390,201.65,3,104,201.55,6,3501,201.7,6,2195,201.5,15,5503,201.75,17,5867,201.45,11,17338,201.8,17,9728,201.4,16,15693,201.85,16,19690
2017-06-20 07:35:59.402972,128112644,201.6,292865,135759,25,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,2,702,201.65,2,117,201.55,1,1350,201.7,3,752,201.5,4,1949,201.75,5,2556,201.45,5,2220,201.8,9,3877,201.4,12,6309,201.85,7,4812
2017-06-20 07:35:53.598111,348929,201.6,4677232,1022178,298,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,3,1255,201.65,5,977,201.55,8,8836,201.7,5,415,201.5,19,14953,201.75,16,4087,201.45,9,10616,201.8,17,9728,201.4,15,12936,201.85,16,19690
2017-06-20 07:35:51.788023,128112644,201.6,292865,137109,25,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,3,1446,201.65,2,117,201.55,3,2760,201.7,4,2102,201.5,6,2390,201.75,6,2756,201.45,9,5609,201.8,7,2460,201.4,8,2917,201.85,8,5062
2017-06-20 07:35:50.463524,348929,201.6,4677232,1021666,298,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,3,1255,201.65,5,977,201.55,8,8836,201.7,5,1792,201.5,19,14953,201.75,18,5758,201.45,9,10616,201.8,17,9728,201.4,15,12936,201.85,16,19690
2017-06-20 07:35:49.465464,128112644,201.6,292865,135495,25,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,5,4097,201.7,4,610,201.55,4,3011,201.75,3,1146,201.5,6,2390,201.8,8,2660,201.45,10,5709,201.85,7,4812,201.4,7,2817,201.9,10,4316
2017-06-20 07:35:26.332659,128112644,201.6,292840,135495,63,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,4,3871,201.7,4,610,201.55,4,3011,201.75,3,1146,201.5,7,2690,201.8,8,2660,201.45,9,5409,201.85,7,4812,201.4,7,2817,201.9,10,4316
2017-06-20 07:35:24.491886,128112644,201.6,292840,135513,63,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,4,3871,201.7,4,628,201.55,4,3011,201.75,3,1146,201.5,7,2690,201.8,8,2660,201.45,9,5409,201.85,7,4812,201.4,7,2817,201.9,10,4316
2017-06-20 07:35:21.502334,348929,201.6,4674617,1022279,27,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,5,2588,201.65,6,360,201.55,8,8836,201.7,7,3043,201.5,16,14066,201.75,16,4880,201.45,7,10383,201.8,15,9023,201.4,16,12602,201.85,15,18220
2017-06-20 07:35:20.224259,348929,201.6,4674617,1022270,27,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,5,2588,201.65,5,351,201.55,9,8866,201.7,7,3043,201.5,16,14066,201.75,16,4880,201.45,7,10383,201.8,15,9023,201.4,16,12602,201.85,15,18220
2017-06-20 07:35:18.995766,128112644,201.6,292840,135717,63,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,2,1171,201.65,2,105,201.55,4,3011,201.7,3,752,201.5,6,2390,201.75,4,1346,201.45,9,5609,201.8,7,2460,201.4,8,2917,201.85,7,2978
2017-06-20 07:35:11.473656,128112644,201.6,292840,135712,63,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,2,1171,201.65,1,100,201.55,4,3011,201.7,3,752,201.5,6,2390,201.75,4,1346,201.45,9,5609,201.8,7,2460,201.4,8,2917,201.85,7,2978
2017-06-20 07:35:07.362607,348929,201.6,4674160,1016690,27,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,5,2837,201.65,2,39,201.55,12,10193,201.7,5,1012,201.5,14,13429,201.75,15,4879,201.45,7,10383,201.8,12,5032,201.4,17,13602,201.85,14,17683
2017-06-20 07:35:06.342514,128112644,201.6,292840,134212,63,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,4,3871,201.65,1,100,201.55,4,3011,201.7,2,252,201.5,6,2390,201.75,3,1146,201.45,9,5609,201.8,8,2660,201.4,8,2917,201.85,6,2728
2017-06-20 07:35:06.342070,348929,201.6,4674160,1016755,27,0.373412994772,201.14,201.95,202.9,199.4,200.85,201.6,5,2837,201.65,2,39,201.55,12,10193,201.7,6,1075,201.5,14,13429,201.75,15,4881,201.45,7,10383,201.8,12,5032,201.4,18,16102,201.85,14,17683
2017-06-20 07:35:05.285652,128112644,201.6,292777,133962,100,0.448430493274,201.25,201.4,202.9,199.5,200.7,201.6,4,3934,201.65,1,100,201.55,4,3011,201.7,2,252,201.5,6,2390,201.75,3,896,201.45,9,5609,201.8,8,2660,201.4,8,2917,201.85,6,2728
2017-06-20 07:36:02.801346,348929,201.65,4678612,1020972,15,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,5,2562,201.65,1,22,201.55,6,3501,201.7,5,1944,201.5,15,5503,201.75,17,5867,201.45,11,17338,201.8,17,9728,201.4,16,15693,201.85,17,20224
2017-06-20 07:36:01.776965,348929,201.65,4678612,1020972,15,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,5,2562,201.65,1,22,201.55,6,3501,201.7,4,164,201.5,15,5503,201.75,17,5867,201.45,11,17338,201.8,17,9728,201.4,16,15693,201.85,17,20224
2017-06-20 07:36:00.459844,348929,201.65,4678518,1020987,22,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,6,2641,201.65,1,37,201.55,6,3501,201.7,4,164,201.5,15,5503,201.75,17,5867,201.45,11,17338,201.8,17,9728,201.4,16,15693,201.85,17,20224
2017-06-20 07:35:57.341142,348929,201.65,4678237,1021305,23,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,5,1531,201.65,3,104,201.55,9,9399,201.7,6,2195,201.5,20,15003,201.75,17,5867,201.45,9,10616,201.8,17,9728,201.4,15,12936,201.85,16,19690
2017-06-20 07:35:49.465520,348929,201.65,4676934,1021066,1,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,3,1553,201.65,4,377,201.55,7,8585,201.7,5,1792,201.5,18,14161,201.75,18,5758,201.45,8,10408,201.8,17,9728,201.4,16,13436,201.85,16,19690
2017-06-20 07:35:45.346030,348929,201.65,4676923,1020803,6,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,3,1553,201.65,1,9,201.55,8,8836,201.7,6,1897,201.5,17,14111,201.75,18,5758,201.45,8,10408,201.8,17,9728,201.4,16,13436,201.85,15,18220
2017-06-20 07:35:44.391906,348929,201.65,4676923,1020552,6,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,3,1553,201.65,1,9,201.55,9,9334,201.7,5,1646,201.5,17,14111,201.75,17,4904,201.45,8,10408,201.8,17,9728,201.4,16,13436,201.85,15,18220
2017-06-20 07:35:42.301665,348929,201.65,4676923,1020552,6,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,5,2686,201.65,1,9,201.55,9,9334,201.7,5,1646,201.5,17,14111,201.75,17,4904,201.45,8,10408,201.8,16,9045,201.4,15,12582,201.85,15,18220
2017-06-20 07:35:40.286454,348929,201.65,4676610,1020537,9,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,3,277,201.7,4,1640,201.6,4,2407,201.75,17,4904,201.55,9,9334,201.8,16,9045,201.5,17,14111,201.85,15,18220,201.45,8,10408,201.9,17,23144
2017-06-20 07:35:36.301970,348929,201.65,4676601,1020537,18,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,3,286,201.7,4,1640,201.6,4,2407,201.75,17,4904,201.55,9,9334,201.8,16,9045,201.5,17,14111,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:30.345020,348929,201.65,4675218,1021686,1,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,2,401,201.7,7,2810,201.6,4,2407,201.75,16,4880,201.55,8,8836,201.8,15,9023,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:27.349068,348929,201.65,4675218,1021686,1,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,2,401,201.7,7,2810,201.6,3,2307,201.75,16,4880,201.55,8,8836,201.8,15,9023,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:26.332824,348929,201.65,4675217,1021668,25,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,2,402,201.7,6,2792,201.6,3,2307,201.75,16,4880,201.55,8,8836,201.8,15,9023,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:23.435640,348929,201.65,4675217,1021919,25,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,1,400,201.7,7,3043,201.6,4,2309,201.75,16,4880,201.55,8,8836,201.8,15,9023,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:22.444641,348929,201.65,4675192,1021919,56,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.65,1,425,201.7,7,3043,201.6,4,2309,201.75,16,4880,201.55,8,8836,201.8,15,9023,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:15.544841,348929,201.65,4674590,1018693,1,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,6,2838,201.65,3,317,201.55,11,9863,201.7,5,1012,201.5,15,13529,201.75,15,4879,201.45,7,10383,201.8,13,6032,201.4,17,13602,201.85,14,17683
2017-06-20 07:35:14.376321,348929,201.65,4674590,1018393,1,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,6,2838,201.65,3,317,201.55,11,9863,201.7,5,1012,201.5,15,13529,201.75,15,4879,201.45,7,10383,201.8,13,6032,201.4,17,13602,201.85,14,17683
2017-06-20 07:35:13.321900,348929,201.65,4674590,1018093,1,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,6,2838,201.65,3,317,201.55,11,9863,201.7,5,1012,201.5,15,13529,201.75,15,4879,201.45,7,10383,201.8,13,6032,201.4,17,13602,201.85,14,17683
2017-06-20 07:35:12.447890,348929,201.65,4674589,1018094,189,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,6,2838,201.65,3,318,201.55,11,9863,201.7,5,1012,201.5,15,13529,201.75,15,4879,201.45,7,10383,201.8,13,6032,201.4,17,13602,201.85,14,17683
2017-06-20 07:35:11.473302,348929,201.65,4674589,1018094,189,0.398307194424,201.14,201.95,202.9,199.4,200.85,201.6,6,2838,201.65,3,318,201.55,10,9403,201.7,5,1012,201.5,15,13529,201.75,15,4879,201.45,7,10383,201.8,13,6032,201.4,17,13602,201.85,14,17683
2017-06-20 07:36:05.405055,348929,201.7,4679214,1020549,6,0.423201394075,201.14,201.95,202.9,199.4,200.85,201.65,3,1049,201.7,3,14,201.6,7,5746,201.75,13,2980,201.55,10,13315,201.8,15,6413,201.5,20,15003,201.85,8,2405,201.45,10,14116,201.9,10,3934
2017-06-20 07:35:35.391080,348929,201.7,4676233,1020905,100,0.423201394075,201.14,201.95,202.9,199.4,200.85,201.65,3,304,201.7,6,2008,201.6,4,2407,201.75,17,4904,201.55,8,8836,201.8,16,9045,201.5,17,14111,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:34.595533,348929,201.7,4676083,1020985,15,0.423201394075,201.14,201.95,202.9,199.4,200.85,201.65,3,304,201.7,6,2158,201.6,4,2407,201.75,17,4904,201.55,8,8836,201.8,16,9045,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:33.587078,348929,201.7,4676083,1020834,15,0.423201394075,201.14,201.95,202.9,199.4,200.85,201.65,3,304,201.7,5,2053,201.6,4,2407,201.75,16,4880,201.55,8,8836,201.8,15,9023,201.5,16,14066,201.85,15,18220,201.45,7,10383,201.9,17,23144
2017-06-20 07:35:05.286150,348929,201.7,4673971,1016529,14,0.423201394075,201.14,201.95,202.9,199.4,200.85,201.65,5,13,201.7,8,1137,201.6,5,3268,201.75,14,4632,201.55,12,10193,201.8,12,5032,201.5,14,13429,201.85,14,17683,201.45,7,10383,201.9,16,21671
2017-06-20 07:36:00.459557,128108804,239.7,88646,169376,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.85,2,646,240.05,4,1147,239.8,1,347,240.1,2,574,239.75,2,757,240.15,1,175,239.7,2,348,240.2,3,404,239.65,3,531,240.25,1,40
2017-06-20 07:35:59.403384,128108804,239.7,88646,167376,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.85,2,646,240.05,4,1147,239.8,1,347,240.2,4,804,239.75,2,757,240.25,2,215,239.7,4,777,240.3,5,718,239.65,4,1039,240.35,2,640
2017-06-20 07:35:49.463673,128108804,239.7,88646,166966,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.85,3,1056,240.05,2,573,239.8,2,757,240.2,4,804,239.75,2,757,240.25,2,215,239.7,4,777,240.3,5,718,239.65,4,1039,240.35,2,640
2017-06-20 07:35:44.391445,128108804,239.7,88646,166966,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.85,3,1056,240.05,2,573,239.8,2,757,240.2,4,804,239.75,2,757,240.25,2,215,239.7,4,777,240.3,5,718,239.65,4,1039,240.35,2,640
2017-06-20 07:35:40.286619,128108804,239.7,88646,167033,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.8,8,1525,240.05,3,737,239.75,2,757,240.1,2,241,239.7,5,1280,240.15,2,575,239.65,3,531,240.2,4,658,239.6,5,1158,240.25,1,132
2017-06-20 07:35:34.595131,128108804,239.7,88646,167443,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.75,4,1154,240.05,4,1147,239.7,5,1128,240.1,4,815,239.65,3,531,240.15,1,175,239.6,5,825,240.2,5,698,239.55,1,508,240.25,2,640
2017-06-20 07:35:32.512046,128108804,239.7,88646,167494,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.75,2,397,240.05,4,1147,239.7,3,780,240.1,4,815,239.65,4,878,240.15,2,215,239.6,3,523,240.2,5,709,239.55,1,254,240.25,2,640
2017-06-20 07:35:21.502388,128108804,239.7,88646,167039,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.75,1,625,239.95,3,692,239.7,1,23,240.05,1,400,239.65,5,1288,240.1,3,415,239.6,2,348,240.15,2,215,239.55,2,429,240.2,5,709
2017-06-20 07:35:20.224466,128108804,239.7,88646,167039,1000,0.947567909033,239.49,237.5,241.3,236.65,237.45,239.7,1,580,239.95,3,692,239.65,5,1288,240.05,1,400,239.6,3,371,240.1,3,415,239.55,2,429,240.15,2,215,239.5,6,1169,240.2,5,709
2017-06-20 07:35:13.322037,128108804,239.8,87646,167102,190,0.989682038324,239.49,237.5,241.3,236.65,237.45,239.7,5,1580,239.95,3,692,239.65,5,1288,240.05,1,400,239.6,3,371,240.1,5,518,239.55,3,768,240.15,1,175,239.5,6,1169,240.2,5,709
2017-06-20 07:35:07.362151,128108804,239.8,87646,167102,190,0.989682038324,239.49,237.5,241.3,236.65,237.45,239.7,5,1580,239.95,2,573,239.65,5,1288,240.05,1,400,239.6,3,371,240.1,4,478,239.55,3,768,240.15,2,215,239.5,6,1169,240.2,5,709
2017-06-20 07:35:06.342243,128108804,239.8,87646,167167,190,0.989682038324,239.49,237.5,241.3,236.65,237.45,239.7,5,1580,239.95,2,573,239.65,5,1288,240.0,3,639,239.6,3,371,240.05,1,175,239.55,3,768,240.1,4,478,239.5,6,1169,240.15,2,172
2017-06-20 07:35:05.285098,128108804,239.8,87646,167167,190,0.989682038324,239.49,237.5,241.3,236.65,237.45,239.7,5,1580,239.95,2,573,239.65,5,1288,240.0,3,639,239.6,3,371,240.05,1,175,239.55,3,768,240.1,5,518,239.5,5,661,240.15,1,132
2017-06-20 07:35:16.346454,325121,240.0,981158,398929,271,0.925147182506,239.83,238.0,241.55,236.5,237.8,240.0,4,2486,240.1,1,42,239.95,2,202,240.2,2,2581,239.9,2,83,240.25,3,2769,239.85,4,1737,240.3,4,1475,239.8,10,5323,240.35,6,4761
2017-06-20 07:35:15.544813,325121,240.0,981158,398738,271,0.925147182506,239.83,238.0,241.55,236.5,237.8,240.0,4,2486,240.1,1,42,239.95,2,202,240.2,2,2581,239.9,2,83,240.25,1,2500,239.85,4,1737,240.3,4,1475,239.8,10,5323,240.35,6,4761
2017-06-20 07:35:14.376268,325121,240.0,981158,398708,271,0.925147182506,239.83,238.0,241.55,236.5,237.8,240.0,4,2486,240.1,1,42,239.95,2,202,240.2,2,2581,239.9,2,83,240.25,1,2500,239.85,4,1737,240.3,4,1475,239.8,10,5323,240.35,6,4761
